Character Number	GeneID	Genename	EQ IC	Entity IC	Evidence
1	ZDB-GENE-070117-1332	unm_t30476	0.04	0.03	N/A
1	ZDB-GENE-070117-1385	unm_t30922	0.04	0.03	N/A
1	ZDB-GENE-070117-1418	unm_t30468	0.04	0.03	N/A
1	ZDB-GENE-070117-1497	unm_t30201	0.04	0.03	N/A
1	ZDB-GENE-070117-1530	unm_t30758	0.04	0.03	N/A
1	ZDB-GENE-070117-1649	unm_t31371	0.04	0.03	N/A
1	ZDB-GENE-070117-1651	unm_t31448	0.04	0.03	N/A
1	ZDB-GENE-070117-1655	unm_t31531	0.04	0.03	N/A
1	ZDB-GENE-070117-1657	moto	0.04	0.03	N/A
1	ZDB-GENE-070117-1658	unm_t31559	0.04	0.03	N/A
1	ZDB-GENE-070117-1680	unm_t31072	0.04	0.03	N/A
1	ZDB-GENE-070117-1695	unm_t31048	0.04	0.03	N/A
1	ZDB-GENE-070117-1696	unm_t31049	0.04	0.03	N/A
1	ZDB-GENE-070117-1700	unm_t31102	0.04	0.03	N/A
1	ZDB-GENE-070117-1701	unm_t31103	0.04	0.03	N/A
1	ZDB-GENE-070117-1703	unm_t31105	0.04	0.03	N/A
1	ZDB-GENE-070117-1704	unm_t31106	0.04	0.03	N/A
1	ZDB-GENE-070117-1706	unm_t31138	0.04	0.03	N/A
1	ZDB-GENE-070117-1708	unm_t31140	0.04	0.03	N/A
1	ZDB-GENE-070117-1711	unm_t31200	0.04	0.03	N/A
1	ZDB-GENE-070117-1712	unm_t31207	0.04	0.03	N/A
1	ZDB-GENE-070117-1725	unm_t31232	0.04	0.03	N/A
1	ZDB-GENE-070117-1753	unm_t31407	0.04	0.03	N/A
1	ZDB-GENE-070117-1764	unm_t31508	0.04	0.03	N/A
1	ZDB-GENE-070117-1769	unm_t31192	0.04	0.03	N/A
1	ZDB-GENE-070117-1772	unm_t31195	0.04	0.03	N/A
1	ZDB-GENE-070117-1914	unm_t31273	0.04	0.03	N/A
1	ZDB-GENE-070117-1950	unm_t31284	0.04	0.03	N/A
1	ZDB-GENE-070117-1951	unm_t31285	0.04	0.03	N/A
1	ZDB-GENE-070117-1957	unm_t31439	0.04	0.03	N/A
1	ZDB-GENE-070117-1959	unm_t31483	0.04	0.03	N/A
1	ZDB-GENE-070117-1960	unm_t31484	0.04	0.03	N/A
1	ZDB-GENE-070117-1961	unm_t31485	0.04	0.03	N/A
1	ZDB-GENE-070117-1962	unm_t31486	0.04	0.03	N/A
1	ZDB-GENE-070117-677	sfd	0.04	0.03	N/A
1	ZDB-GENE-070117-678	llg	0.04	0.03	N/A
1	ZDB-GENE-070117-680	dly	0.04	0.03	N/A
1	ZDB-GENE-070117-913	unm_t30924	0.04	0.03	N/A
1	ZDB-GENE-070117-929	unm_t30337	0.04	0.03	N/A
1	ZDB-GENE-080327-6	flrt1b	0.04	0.03	N/A
1	ZDB-GENE-080925-7	gaz	0.04	0.03	N/A
1	ZDB-GENE-100922-259	znf574	0.04	0.03	N/A
1	ZDB-GENE-101123-1	rks	0.04	0.03	N/A
1	ZDB-GENE-110208-2	abcc6c	0.04	0.03	N/A
1	ZDB-GENE-111201-3	rny1	0.04	0.03	N/A
1	ZDB-GENE-991008-6	cyt1	0.04	0.03	N/A
2	ZDB-GENE-030131-945	lztfl1	0.04	0.03	N/A
2	ZDB-GENE-030131-9460	mpx	0.04	0.03	N/A
2	ZDB-GENE-040426-2572	rnf170	0.04	0.03	N/A
2	ZDB-GENE-040806-2	lhb	0.04	0.03	N/A
2	ZDB-GENE-040901-2	furinb	0.04	0.03	N/A
2	ZDB-GENE-060113-1	ripply1	0.04	0.03	N/A
2	ZDB-GENE-060929-592	haus3	0.04	0.03	N/A
2	ZDB-GENE-070117-1006	unm_t30659	0.04	0.03	N/A
2	ZDB-GENE-070117-1204	unm_t30474	0.04	0.03	N/A
2	ZDB-GENE-070117-1250	unm_t30518	0.04	0.03	N/A
2	ZDB-GENE-070117-1257	unm_t30718	0.04	0.03	N/A
2	ZDB-GENE-070117-1261	unm_t30498	0.04	0.03	N/A
2	ZDB-GENE-070117-1262	unm_t30560	0.04	0.03	N/A
2	ZDB-GENE-070117-1263	unm_t30710	0.04	0.03	N/A
2	ZDB-GENE-070117-1264	unm_t30254	0.04	0.03	N/A
2	ZDB-GENE-070117-1293	unm_t30365	0.04	0.03	N/A
2	ZDB-GENE-070117-1294	unm_t30443	0.04	0.03	N/A
2	ZDB-GENE-070117-1295	unm_t30136	0.04	0.03	N/A
2	ZDB-GENE-070117-1297	unm_t30475	0.04	0.03	N/A
2	ZDB-GENE-070117-1298	unm_t30472	0.04	0.03	N/A
2	ZDB-GENE-070117-1299	unm_t30368	0.04	0.03	N/A
2	ZDB-GENE-070117-1300	unm_t30373	0.04	0.03	N/A
2	ZDB-GENE-070117-1301	unm_t30422	0.04	0.03	N/A
2	ZDB-GENE-070117-1302	unm_t30367	0.04	0.03	N/A
2	ZDB-GENE-070117-1303	unm_t30421	0.04	0.03	N/A
2	ZDB-GENE-070117-1304	unm_t30371	0.04	0.03	N/A
2	ZDB-GENE-070117-1313	unm_t30749	0.04	0.03	N/A
2	ZDB-GENE-070117-1315	unm_t30867	0.04	0.03	N/A
2	ZDB-GENE-070117-1332	unm_t30476	0.04	0.03	N/A
2	ZDB-GENE-070117-1385	unm_t30922	0.04	0.03	N/A
2	ZDB-GENE-070117-1418	unm_t30468	0.04	0.03	N/A
2	ZDB-GENE-070117-1497	unm_t30201	0.04	0.03	N/A
2	ZDB-GENE-070117-1530	unm_t30758	0.04	0.03	N/A
2	ZDB-GENE-070117-1649	unm_t31371	0.04	0.03	N/A
2	ZDB-GENE-070117-1651	unm_t31448	0.04	0.03	N/A
2	ZDB-GENE-070117-1655	unm_t31531	0.04	0.03	N/A
2	ZDB-GENE-070117-1657	moto	0.04	0.03	N/A
2	ZDB-GENE-070117-1658	unm_t31559	0.04	0.03	N/A
2	ZDB-GENE-070117-1680	unm_t31072	0.04	0.03	N/A
2	ZDB-GENE-070117-1695	unm_t31048	0.04	0.03	N/A
2	ZDB-GENE-070117-1696	unm_t31049	0.04	0.03	N/A
2	ZDB-GENE-070117-1700	unm_t31102	0.04	0.03	N/A
2	ZDB-GENE-070117-1701	unm_t31103	0.04	0.03	N/A
2	ZDB-GENE-070117-1703	unm_t31105	0.04	0.03	N/A
2	ZDB-GENE-070117-1704	unm_t31106	0.04	0.03	N/A
2	ZDB-GENE-070117-1706	unm_t31138	0.04	0.03	N/A
2	ZDB-GENE-070117-1708	unm_t31140	0.04	0.03	N/A
2	ZDB-GENE-070117-1711	unm_t31200	0.04	0.03	N/A
2	ZDB-GENE-070117-1712	unm_t31207	0.04	0.03	N/A
2	ZDB-GENE-070117-1725	unm_t31232	0.04	0.03	N/A
2	ZDB-GENE-070117-1753	unm_t31407	0.04	0.03	N/A
2	ZDB-GENE-070117-1764	unm_t31508	0.04	0.03	N/A
2	ZDB-GENE-070117-1769	unm_t31192	0.04	0.03	N/A
2	ZDB-GENE-070117-1772	unm_t31195	0.04	0.03	N/A
2	ZDB-GENE-070117-1914	unm_t31273	0.04	0.03	N/A
2	ZDB-GENE-070117-1950	unm_t31284	0.04	0.03	N/A
2	ZDB-GENE-070117-1951	unm_t31285	0.04	0.03	N/A
2	ZDB-GENE-070117-1957	unm_t31439	0.04	0.03	N/A
2	ZDB-GENE-070117-1959	unm_t31483	0.04	0.03	N/A
2	ZDB-GENE-070117-1960	unm_t31484	0.04	0.03	N/A
2	ZDB-GENE-070117-1961	unm_t31485	0.04	0.03	N/A
2	ZDB-GENE-070117-1962	unm_t31486	0.04	0.03	N/A
2	ZDB-GENE-070117-677	sfd	0.04	0.03	N/A
2	ZDB-GENE-070117-678	llg	0.04	0.03	N/A
2	ZDB-GENE-070117-680	dly	0.04	0.03	N/A
2	ZDB-GENE-070117-913	unm_t30924	0.04	0.03	N/A
2	ZDB-GENE-070117-929	unm_t30337	0.04	0.03	N/A
2	ZDB-GENE-080327-6	flrt1b	0.04	0.03	N/A
2	ZDB-GENE-080925-7	gaz	0.04	0.03	N/A
2	ZDB-GENE-100922-259	znf574	0.04	0.03	N/A
2	ZDB-GENE-101123-1	rks	0.04	0.03	N/A
2	ZDB-GENE-110208-2	abcc6c	0.04	0.03	N/A
2	ZDB-GENE-111201-3	rny1	0.04	0.03	N/A
2	ZDB-GENE-991008-6	cyt1	0.04	0.03	N/A
4	ZDB-GENE-030131-945	lztfl1	0.04	0.03	N/A
4	ZDB-GENE-030131-9460	mpx	0.04	0.03	N/A
4	ZDB-GENE-040426-2572	rnf170	0.04	0.03	N/A
4	ZDB-GENE-040806-2	lhb	0.04	0.03	N/A
4	ZDB-GENE-040901-2	furinb	0.04	0.03	N/A
4	ZDB-GENE-060113-1	ripply1	0.04	0.03	N/A
4	ZDB-GENE-060929-592	haus3	0.04	0.03	N/A
4	ZDB-GENE-070117-1006	unm_t30659	0.04	0.03	N/A
4	ZDB-GENE-070117-1204	unm_t30474	0.04	0.03	N/A
4	ZDB-GENE-070117-1250	unm_t30518	0.04	0.03	N/A
4	ZDB-GENE-070117-1257	unm_t30718	0.04	0.03	N/A
4	ZDB-GENE-070117-1261	unm_t30498	0.04	0.03	N/A
4	ZDB-GENE-070117-1262	unm_t30560	0.04	0.03	N/A
4	ZDB-GENE-070117-1263	unm_t30710	0.04	0.03	N/A
4	ZDB-GENE-070117-1264	unm_t30254	0.04	0.03	N/A
4	ZDB-GENE-070117-1293	unm_t30365	0.04	0.03	N/A
4	ZDB-GENE-070117-1294	unm_t30443	0.04	0.03	N/A
4	ZDB-GENE-070117-1295	unm_t30136	0.04	0.03	N/A
4	ZDB-GENE-070117-1297	unm_t30475	0.04	0.03	N/A
4	ZDB-GENE-070117-1298	unm_t30472	0.04	0.03	N/A
4	ZDB-GENE-070117-1299	unm_t30368	0.04	0.03	N/A
4	ZDB-GENE-070117-1300	unm_t30373	0.04	0.03	N/A
4	ZDB-GENE-070117-1301	unm_t30422	0.04	0.03	N/A
4	ZDB-GENE-070117-1302	unm_t30367	0.04	0.03	N/A
4	ZDB-GENE-070117-1303	unm_t30421	0.04	0.03	N/A
4	ZDB-GENE-070117-1304	unm_t30371	0.04	0.03	N/A
4	ZDB-GENE-070117-1313	unm_t30749	0.04	0.03	N/A
4	ZDB-GENE-070117-1315	unm_t30867	0.04	0.03	N/A
4	ZDB-GENE-070117-1332	unm_t30476	0.04	0.03	N/A
4	ZDB-GENE-070117-1385	unm_t30922	0.04	0.03	N/A
4	ZDB-GENE-070117-1418	unm_t30468	0.04	0.03	N/A
4	ZDB-GENE-070117-1497	unm_t30201	0.04	0.03	N/A
4	ZDB-GENE-070117-1530	unm_t30758	0.04	0.03	N/A
4	ZDB-GENE-070117-1649	unm_t31371	0.04	0.03	N/A
4	ZDB-GENE-070117-1651	unm_t31448	0.04	0.03	N/A
4	ZDB-GENE-070117-1655	unm_t31531	0.04	0.03	N/A
4	ZDB-GENE-070117-1657	moto	0.04	0.03	N/A
4	ZDB-GENE-070117-1658	unm_t31559	0.04	0.03	N/A
4	ZDB-GENE-070117-1680	unm_t31072	0.04	0.03	N/A
4	ZDB-GENE-070117-1695	unm_t31048	0.04	0.03	N/A
4	ZDB-GENE-070117-1696	unm_t31049	0.04	0.03	N/A
4	ZDB-GENE-070117-1700	unm_t31102	0.04	0.03	N/A
4	ZDB-GENE-070117-1701	unm_t31103	0.04	0.03	N/A
4	ZDB-GENE-070117-1703	unm_t31105	0.04	0.03	N/A
4	ZDB-GENE-070117-1704	unm_t31106	0.04	0.03	N/A
4	ZDB-GENE-070117-1706	unm_t31138	0.04	0.03	N/A
4	ZDB-GENE-070117-1708	unm_t31140	0.04	0.03	N/A
4	ZDB-GENE-070117-1711	unm_t31200	0.04	0.03	N/A
4	ZDB-GENE-070117-1712	unm_t31207	0.04	0.03	N/A
4	ZDB-GENE-070117-1725	unm_t31232	0.04	0.03	N/A
4	ZDB-GENE-070117-1753	unm_t31407	0.04	0.03	N/A
4	ZDB-GENE-070117-1764	unm_t31508	0.04	0.03	N/A
4	ZDB-GENE-070117-1769	unm_t31192	0.04	0.03	N/A
4	ZDB-GENE-070117-1772	unm_t31195	0.04	0.03	N/A
4	ZDB-GENE-070117-181	unm_tu228c	0.04	0.03	N/A
4	ZDB-GENE-070117-1914	unm_t31273	0.04	0.03	N/A
4	ZDB-GENE-070117-1938	unm_t31079	0.04	0.03	N/A
4	ZDB-GENE-070117-1950	unm_t31284	0.04	0.03	N/A
4	ZDB-GENE-070117-1951	unm_t31285	0.04	0.03	N/A
4	ZDB-GENE-070117-1957	unm_t31439	0.04	0.03	N/A
4	ZDB-GENE-070117-1959	unm_t31483	0.04	0.03	N/A
4	ZDB-GENE-070117-1960	unm_t31484	0.04	0.03	N/A
4	ZDB-GENE-070117-1961	unm_t31485	0.04	0.03	N/A
4	ZDB-GENE-070117-1962	unm_t31486	0.04	0.03	N/A
4	ZDB-GENE-070117-289	unm_ts276c	0.04	0.03	N/A
4	ZDB-GENE-070117-393	unm_tk56f	0.04	0.03	N/A
4	ZDB-GENE-070117-518	unm_tg22g	0.04	0.03	N/A
4	ZDB-GENE-070117-560	unm_tj266a	0.04	0.03	N/A
4	ZDB-GENE-070117-600	unm_m237	0.04	0.03	N/A
4	ZDB-GENE-070117-644	unm_ta89	0.04	0.03	N/A
4	ZDB-GENE-070117-677	sfd	0.04	0.03	N/A
4	ZDB-GENE-070117-678	llg	0.04	0.03	N/A
4	ZDB-GENE-070117-680	dly	0.04	0.03	N/A
4	ZDB-GENE-070117-913	unm_t30924	0.04	0.03	N/A
4	ZDB-GENE-070117-929	unm_t30337	0.04	0.03	N/A
4	ZDB-GENE-080327-6	flrt1b	0.04	0.03	N/A
4	ZDB-GENE-080925-7	gaz	0.04	0.03	N/A
4	ZDB-GENE-100922-259	znf574	0.04	0.03	N/A
4	ZDB-GENE-101123-1	rks	0.04	0.03	N/A
4	ZDB-GENE-110208-2	abcc6c	0.04	0.03	N/A
4	ZDB-GENE-111201-3	rny1	0.04	0.03	N/A
4	ZDB-GENE-111207-2	cld	0.04	0.03	N/A
4	ZDB-GENE-991008-6	cyt1	0.04	0.03	N/A
1	ZDB-GENE-041014-299	rfx6	0.04	0.02	N/A
1	ZDB-GENE-040912-23	taf6	0.03	0.03	N/A
1	ZDB-GENE-070117-2403	sit	0.03	0.03	N/A
1	ZDB-GENE-070117-2437	tra	0.03	0.03	N/A
1	ZDB-GENE-070117-461	unm_ts37	0.03	0.03	N/A
1	ZDB-GENE-070117-82	div	0.03	0.03	N/A
2	ZDB-GENE-040912-23	taf6	0.03	0.03	N/A
2	ZDB-GENE-070117-2403	sit	0.03	0.03	N/A
2	ZDB-GENE-070117-2437	tra	0.03	0.03	N/A
2	ZDB-GENE-070117-461	unm_ts37	0.03	0.03	N/A
2	ZDB-GENE-070117-82	div	0.03	0.03	N/A
4	ZDB-GENE-040912-23	taf6	0.03	0.03	N/A
4	ZDB-GENE-070117-2403	sit	0.03	0.03	N/A
4	ZDB-GENE-070117-2437	tra	0.03	0.03	N/A
4	ZDB-GENE-070117-361	unm_tg283d	0.03	0.03	N/A
4	ZDB-GENE-070117-461	unm_ts37	0.03	0.03	N/A
4	ZDB-GENE-070117-82	div	0.03	0.03	N/A
4	ZDB-GENE-050616-11	cx41.8	0.03	0.01	N/A
4	ZDB-GENE-070117-1726	unm_t31260	0.03	0.01	N/A
4	ZDB-GENE-070117-1862	unm_t31033	0.03	0.01	N/A
4	ZDB-GENE-070117-1867	unm_t31038	0.03	0.01	N/A
4	ZDB-GENE-070117-1871	unm_t31374	0.03	0.01	N/A
4	ZDB-GENE-070117-1872	unm_t31419	0.03	0.01	N/A
4	ZDB-GENE-070117-1875	unm_t31496	0.03	0.01	N/A
4	ZDB-GENE-070117-1877	unm_t31497	0.03	0.01	N/A
4	ZDB-GENE-070117-1878	unm_t31498	0.03	0.01	N/A
4	ZDB-GENE-070117-1879	unm_t31499	0.03	0.01	N/A
4	ZDB-GENE-070117-1880	unm_t31500	0.03	0.01	N/A
4	ZDB-GENE-070117-1882	unm_t31502	0.03	0.01	N/A
4	ZDB-GENE-070117-1883	unm_t31560	0.03	0.01	N/A
4	ZDB-GENE-070117-968	unm_t30836	0.03	0.01	N/A
1	ZDB-GENE-090601-6	syt7b	0.02	0	N/A
2	ZDB-GENE-090601-6	syt7b	0.02	0	N/A
4	ZDB-GENE-030513-2	pomca	0.02	0	N/A
4	ZDB-GENE-041114-75	crh	0.02	0	N/A
4	ZDB-GENE-050208-724	mlpha	0.02	0	N/A
4	ZDB-GENE-070117-1099	unm_t30210	0.02	0	N/A
4	ZDB-GENE-070117-1245	unm_t30152	0.02	0	N/A
4	ZDB-GENE-070117-1501	unm_t30343	0.02	0	N/A
4	ZDB-GENE-070117-971	unm_t30294	0.02	0	N/A
4	ZDB-GENE-070912-197	adcy8	0.02	0	N/A
4	ZDB-GENE-090601-6	syt7b	0.02	0	N/A
4	ZDB-GENE-111103-14	unm_m1169	0.02	0	N/A
4	ZDB-GENE-111103-3	unm_m1158	0.02	0	N/A
4	ZDB-GENE-111103-4	unm_m1159	0.02	0	N/A
4	ZDB-GENE-111103-5	unm_m1160	0.02	0	N/A
4	ZDB-GENE-111103-6	unm_m1161	0.02	0	N/A
4	ZDB-GENE-111103-7	unm_m1162	0.02	0	N/A
4	ZDB-GENE-111103-8	unm_m1163	0.02	0	N/A
4	ZDB-GENE-111103-9	unm_m1164	0.02	0	N/A
4	ZDB-GENE-990714-19	tenm3	0.02	0	N/A
1	ZDB-GENE-070117-101	rub	0.01	0.01	N/A
1	ZDB-GENE-070117-1969	unm_t30763	0.01	0.01	N/A
1	ZDB-GENE-070117-203	nsb	0.01	0.01	N/A
1	ZDB-GENE-070117-217	unm_m26	0.01	0.01	N/A
1	ZDB-GENE-070117-2249	poa	0.01	0.01	N/A
1	ZDB-GENE-070117-248	unm_m467	0.01	0.01	N/A
1	ZDB-GENE-070117-264	bei	0.01	0.01	N/A
1	ZDB-GENE-070117-292	unm_m697	0.01	0.01	N/A
1	ZDB-GENE-070117-299	unm_tm15	0.01	0.01	N/A
1	ZDB-GENE-070117-336	unm_m589	0.01	0.01	N/A
1	ZDB-GENE-070117-343	unm_m732	0.01	0.01	N/A
1	ZDB-GENE-070117-401	unm_tm18c	0.01	0.01	N/A
1	ZDB-GENE-070117-43	sfy	0.01	0.01	N/A
1	ZDB-GENE-070117-544	unm_m457	0.01	0.01	N/A
1	ZDB-GENE-070117-579	toba	0.01	0.01	N/A
1	ZDB-GENE-070117-640	unm_m540	0.01	0.01	N/A
1	ZDB-GENE-070117-654	pkp	0.01	0.01	N/A
1	ZDB-GENE-070117-753	pri	0.01	0.01	N/A
1	ZDB-GENE-100405-4	wdpcp	0.01	0.01	N/A
2	ZDB-GENE-070117-101	rub	0.01	0.01	N/A
2	ZDB-GENE-070117-1969	unm_t30763	0.01	0.01	N/A
2	ZDB-GENE-070117-203	nsb	0.01	0.01	N/A
2	ZDB-GENE-070117-217	unm_m26	0.01	0.01	N/A
2	ZDB-GENE-070117-2249	poa	0.01	0.01	N/A
2	ZDB-GENE-070117-248	unm_m467	0.01	0.01	N/A
2	ZDB-GENE-070117-264	bei	0.01	0.01	N/A
2	ZDB-GENE-070117-292	unm_m697	0.01	0.01	N/A
2	ZDB-GENE-070117-299	unm_tm15	0.01	0.01	N/A
2	ZDB-GENE-070117-336	unm_m589	0.01	0.01	N/A
2	ZDB-GENE-070117-343	unm_m732	0.01	0.01	N/A
2	ZDB-GENE-070117-401	unm_tm18c	0.01	0.01	N/A
2	ZDB-GENE-070117-43	sfy	0.01	0.01	N/A
2	ZDB-GENE-070117-544	unm_m457	0.01	0.01	N/A
2	ZDB-GENE-070117-579	toba	0.01	0.01	N/A
2	ZDB-GENE-070117-640	unm_m540	0.01	0.01	N/A
2	ZDB-GENE-070117-654	pkp	0.01	0.01	N/A
2	ZDB-GENE-070117-753	pri	0.01	0.01	N/A
2	ZDB-GENE-100405-4	wdpcp	0.01	0.01	N/A
4	ZDB-GENE-070117-101	rub	0.01	0.01	N/A
4	ZDB-GENE-070117-1969	unm_t30763	0.01	0.01	N/A
4	ZDB-GENE-070117-203	nsb	0.01	0.01	N/A
4	ZDB-GENE-070117-217	unm_m26	0.01	0.01	N/A
4	ZDB-GENE-070117-2249	poa	0.01	0.01	N/A
4	ZDB-GENE-070117-248	unm_m467	0.01	0.01	N/A
4	ZDB-GENE-070117-264	bei	0.01	0.01	N/A
4	ZDB-GENE-070117-292	unm_m697	0.01	0.01	N/A
4	ZDB-GENE-070117-299	unm_tm15	0.01	0.01	N/A
4	ZDB-GENE-070117-336	unm_m589	0.01	0.01	N/A
4	ZDB-GENE-070117-343	unm_m732	0.01	0.01	N/A
4	ZDB-GENE-070117-401	unm_tm18c	0.01	0.01	N/A
4	ZDB-GENE-070117-43	sfy	0.01	0.01	N/A
4	ZDB-GENE-070117-544	unm_m457	0.01	0.01	N/A
4	ZDB-GENE-070117-579	toba	0.01	0.01	N/A
4	ZDB-GENE-070117-640	unm_m540	0.01	0.01	N/A
4	ZDB-GENE-070117-654	pkp	0.01	0.01	N/A
4	ZDB-GENE-070117-753	pri	0.01	0.01	N/A
4	ZDB-GENE-100405-4	wdpcp	0.01	0.01	N/A
1	ZDB-GENE-000210-21	inhbaa	0	0	N/A
1	ZDB-GENE-000804-1	per3	0	0	N/A
1	ZDB-GENE-010302-2	foxc1b	0	0	N/A
1	ZDB-GENE-020806-3	mst1	0	0	N/A
1	ZDB-GENE-030131-512	ak2	0	0	N/A
1	ZDB-GENE-030131-6420	xrcc6	0	0	N/A
1	ZDB-GENE-030131-6598	mbtps2	0	0	N/A
1	ZDB-GENE-030131-6722	wu:fa03e11	0	0	N/A
1	ZDB-GENE-030131-9021	sdc3	0	0	N/A
1	ZDB-GENE-031002-33	pfn1	0	0	N/A
1	ZDB-GENE-031006-2	pah	0	0	N/A
1	ZDB-GENE-040107-41	scap	0	0	N/A
1	ZDB-GENE-040421-2	dand5	0	0	N/A
1	ZDB-GENE-040426-2032	med15	0	0	N/A
1	ZDB-GENE-040629-1	ifng1-2	0	0	N/A
1	ZDB-GENE-040718-102	arr3a	0	0	N/A
1	ZDB-GENE-040801-95	auh	0	0	N/A
1	ZDB-GENE-040808-32	chrne	0	0	N/A
1	ZDB-GENE-040927-11	rbfox1	0	0	N/A
1	ZDB-GENE-041203-2	foxp2	0	0	N/A
1	ZDB-GENE-050119-6	lats2	0	0	N/A
1	ZDB-GENE-050506-113	atpif1b	0	0	N/A
1	ZDB-GENE-050508-5	fitm2	0	0	N/A
1	ZDB-GENE-050522-13	cpsf3l	0	0	N/A
1	ZDB-GENE-050523-2	lats1	0	0	N/A
1	ZDB-GENE-050609-28	mir206-1	0	0	N/A
1	ZDB-GENE-050824-1	grk7a	0	0	N/A
1	ZDB-GENE-051018-2	ahrrb	0	0	N/A
1	ZDB-GENE-051113-268	sox14	0	0	N/A
1	ZDB-GENE-060210-1	ifng1-1	0	0	N/A
1	ZDB-GENE-060721-2	upf3a	0	0	N/A
1	ZDB-GENE-060929-512	aplnra	0	0	N/A
1	ZDB-GENE-060929-970	fezf1	0	0	N/A
1	ZDB-GENE-061013-129	ints9	0	0	N/A
1	ZDB-GENE-061026-3	nyx	0	0	N/A
1	ZDB-GENE-070117-1007	unm_t30231	0	0	N/A
1	ZDB-GENE-070117-1010	unm_t30655	0	0	N/A
1	ZDB-GENE-070117-1026	unm_t30150	0	0	N/A
1	ZDB-GENE-070117-111	dpg	0	0	N/A
1	ZDB-GENE-070117-1118	unm_t30233	0	0	N/A
1	ZDB-GENE-070117-1142	unm_t30688	0	0	N/A
1	ZDB-GENE-070117-1207	unm_t30826	0	0	N/A
1	ZDB-GENE-070117-1229	unm_t30234	0	0	N/A
1	ZDB-GENE-070117-1254	unm_t30149	0	0	N/A
1	ZDB-GENE-070117-1255	unm_t30289	0	0	N/A
1	ZDB-GENE-070117-1265	unm_t30145	0	0	N/A
1	ZDB-GENE-070117-1266	unm_t30146	0	0	N/A
1	ZDB-GENE-070117-1267	unm_t30304	0	0	N/A
1	ZDB-GENE-070117-1268	unm_t30216	0	0	N/A
1	ZDB-GENE-070117-1269	unm_t30302	0	0	N/A
1	ZDB-GENE-070117-1270	unm_t30303	0	0	N/A
1	ZDB-GENE-070117-1271	unm_t30305	0	0	N/A
1	ZDB-GENE-070117-1272	unm_t30306	0	0	N/A
1	ZDB-GENE-070117-1273	unm_t30172	0	0	N/A
1	ZDB-GENE-070117-1275	unm_t30185	0	0	N/A
1	ZDB-GENE-070117-1276	unm_t30271	0	0	N/A
1	ZDB-GENE-070117-1277	unm_t30286	0	0	N/A
1	ZDB-GENE-070117-1278	unm_t30287	0	0	N/A
1	ZDB-GENE-070117-1279	unm_t30418	0	0	N/A
1	ZDB-GENE-070117-1280	unm_t30637	0	0	N/A
1	ZDB-GENE-070117-1281	unm_t30638	0	0	N/A
1	ZDB-GENE-070117-1282	unm_t30639	0	0	N/A
1	ZDB-GENE-070117-1283	unm_t30465	0	0	N/A
1	ZDB-GENE-070117-1284	unm_t30247	0	0	N/A
1	ZDB-GENE-070117-1286	unm_t30584	0	0	N/A
1	ZDB-GENE-070117-1287	unm_t30585	0	0	N/A
1	ZDB-GENE-070117-1288	unm_t30694	0	0	N/A
1	ZDB-GENE-070117-1289	unm_t30417	0	0	N/A
1	ZDB-GENE-070117-1322	unm_t30369	0	0	N/A
1	ZDB-GENE-070117-1323	unm_t30470	0	0	N/A
1	ZDB-GENE-070117-1340	unm_t30235	0	0	N/A
1	ZDB-GENE-070117-1341	unm_t30272	0	0	N/A
1	ZDB-GENE-070117-1440	unm_t30586	0	0	N/A
1	ZDB-GENE-070117-1446	unm_t30433	0	0	N/A
1	ZDB-GENE-070117-1452	unm_t30315	0	0	N/A
1	ZDB-GENE-070117-1463	unm_t30288	0	0	N/A
1	ZDB-GENE-070117-1465	unm_t30198	0	0	N/A
1	ZDB-GENE-070117-1527	unm_t30416	0	0	N/A
1	ZDB-GENE-070117-1535	unm_t30273	0	0	N/A
1	ZDB-GENE-070117-1536	unm_t30398	0	0	N/A
1	ZDB-GENE-070117-1546	unm_t30215	0	0	N/A
1	ZDB-GENE-070117-1580	unm_dtda5	0	0	N/A
1	ZDB-GENE-070117-1588	unm_ti230x	0	0	N/A
1	ZDB-GENE-070117-1596	unm_ty5x	0	0	N/A
1	ZDB-GENE-070117-1597	unm_ty85x	0	0	N/A
1	ZDB-GENE-070117-1675	unm_t30959	0	0	N/A
1	ZDB-GENE-070117-171	unm_m127	0	0	N/A
1	ZDB-GENE-070117-184	unm_tc326c	0	0	N/A
1	ZDB-GENE-070117-185	unm_tm276y	0	0	N/A
1	ZDB-GENE-070117-1900	unm_t31243	0	0	N/A
1	ZDB-GENE-070117-1911	unm_t31261	0	0	N/A
1	ZDB-GENE-070117-1935	unm_t31000	0	0	N/A
1	ZDB-GENE-070117-1944	unm_t31119	0	0	N/A
1	ZDB-GENE-070117-1945	unm_t31159	0	0	N/A
1	ZDB-GENE-070117-1953	unm_t31412	0	0	N/A
1	ZDB-GENE-070117-1955	unm_t31437	0	0	N/A
1	ZDB-GENE-070117-1958	unm_t31440	0	0	N/A
1	ZDB-GENE-070117-2129	hyb	0	0	N/A
1	ZDB-GENE-070117-245	unm_tm43	0	0	N/A
1	ZDB-GENE-070117-250	unm_tm46z	0	0	N/A
1	ZDB-GENE-070117-261	unm_tw3z	0	0	N/A
1	ZDB-GENE-070117-314	unm_tk48z	0	0	N/A
1	ZDB-GENE-070117-375	unm_m665	0	0	N/A
1	ZDB-GENE-070117-402	unm_m441	0	0	N/A
1	ZDB-GENE-070117-413	unm_tj256	0	0	N/A
