Character Number	GeneID	Genename	EQ IC	Entity IC	Evidence
4	ZDB-GENE-070117-2103	hkn	0.09	0.06	N/A
4	ZDB-GENE-070117-2215	ban	0.09	0.06	N/A
4	ZDB-GENE-070117-2273	piru	0.09	0.06	N/A
4	ZDB-GENE-070117-231	unm_m593	0.09	0.06	N/A
4	ZDB-GENE-070117-2330	slt	0.09	0.06	N/A
4	ZDB-GENE-070117-235	unm_m252	0.09	0.06	N/A
4	ZDB-GENE-070117-2351	sic	0.09	0.06	N/A
4	ZDB-GENE-070117-2354	sin	0.09	0.06	N/A
4	ZDB-GENE-070117-2452	vic	0.09	0.06	N/A
4	ZDB-GENE-070117-246	unm_tc234c	0.09	0.06	N/A
4	ZDB-GENE-070117-265	unm_tg292c	0.09	0.06	N/A
4	ZDB-GENE-070117-304	unm_m611	0.09	0.06	N/A
4	ZDB-GENE-070117-324	unm_ty202	0.09	0.06	N/A
4	ZDB-GENE-070117-326	unm_tw17b	0.09	0.06	N/A
4	ZDB-GENE-070117-344	unm_m742	0.09	0.06	N/A
4	ZDB-GENE-070117-345	unm_m177	0.09	0.06	N/A
4	ZDB-GENE-070117-369	unm_m408	0.09	0.06	N/A
4	ZDB-GENE-070117-370	unm_m415	0.09	0.06	N/A
4	ZDB-GENE-070117-373	unm_m246	0.09	0.06	N/A
4	ZDB-GENE-070117-391	unm_m773	0.09	0.06	N/A
4	ZDB-GENE-070117-406	unm_tn223	0.09	0.06	N/A
4	ZDB-GENE-070117-410	unm_tt209a	0.09	0.06	N/A
4	ZDB-GENE-070117-433	unm_tn20b	0.09	0.06	N/A
4	ZDB-GENE-070117-434	unm_m577	0.09	0.06	N/A
4	ZDB-GENE-070117-438	unm_tm243b	0.09	0.06	N/A
4	ZDB-GENE-070117-440	unm_ts272	0.09	0.06	N/A
4	ZDB-GENE-070117-448	roga	0.09	0.06	N/A
4	ZDB-GENE-070117-451	unm_m648	0.09	0.06	N/A
4	ZDB-GENE-070117-458	unm_m439	0.09	0.06	N/A
4	ZDB-GENE-070117-495	unm_th269	0.09	0.06	N/A
4	ZDB-GENE-070117-500	unm_m695	0.09	0.06	N/A
4	ZDB-GENE-070117-517	unm_tj2a	0.09	0.06	N/A
4	ZDB-GENE-070117-520	unm_m72	0.09	0.06	N/A
4	ZDB-GENE-070117-528	unm_m71	0.09	0.06	N/A
4	ZDB-GENE-070117-539	unm_m570	0.09	0.06	N/A
4	ZDB-GENE-070117-540	vnk	0.09	0.06	N/A
4	ZDB-GENE-070117-541	unm_m542	0.09	0.06	N/A
4	ZDB-GENE-070117-552	unm_m705	0.09	0.06	N/A
4	ZDB-GENE-070117-561	unm_tz262b	0.09	0.06	N/A
4	ZDB-GENE-070117-581	unm_tc320a	0.09	0.06	N/A
4	ZDB-GENE-070117-585	unm_tj271	0.09	0.06	N/A
4	ZDB-GENE-070117-604	unm_m575	0.09	0.06	N/A
4	ZDB-GENE-070117-622	unm_m737	0.09	0.06	N/A
4	ZDB-GENE-120807-2	notum1a	0.09	0.06	N/A
1	ZDB-GENE-070117-213	unm_tm276d	0.09	0.03	N/A
1	ZDB-GENE-090218-30	ulk2	0.09	0.03	N/A
2	ZDB-GENE-090812-1	slc2a13b	0.09	0.01	N/A
4	ZDB-GENE-090812-1	slc2a13b	0.09	0.01	N/A
1	ZDB-GENE-040426-2103	tdrd7	0.09	0	N/A
2	ZDB-GENE-040426-2103	tdrd7	0.09	0	N/A
2	ZDB-GENE-080709-4	kif3cb	0.09	0	N/A
4	ZDB-GENE-040426-2103	tdrd7	0.09	0	N/A
4	ZDB-GENE-080709-4	kif3cb	0.09	0	N/A
1	ZDB-GENE-111103-26	unm_m1198	0.08	0.07	N/A
1	ZDB-GENE-111103-27	unm_m1199	0.08	0.07	N/A
1	ZDB-GENE-111103-28	unm_m1200	0.08	0.07	N/A
2	ZDB-GENE-111103-26	unm_m1198	0.08	0.07	N/A
2	ZDB-GENE-111103-27	unm_m1199	0.08	0.07	N/A
2	ZDB-GENE-111103-28	unm_m1200	0.08	0.07	N/A
4	ZDB-GENE-111103-26	unm_m1198	0.08	0.07	N/A
4	ZDB-GENE-111103-27	unm_m1199	0.08	0.07	N/A
4	ZDB-GENE-111103-28	unm_m1200	0.08	0.07	N/A
4	ZDB-GENE-040426-1274	sox4b	0.08	0.01	N/A
4	ZDB-GENE-070117-1227	unm_t30854	0.08	0.01	N/A
4	ZDB-GENE-021206-1	hspd1	0.07	0.07	N/A
1	ZDB-GENE-090812-1	slc2a13b	0.07	0.01	N/A
2	ZDB-GENE-070117-205	unm_m161	0.06	0.06	N/A
2	ZDB-GENE-070117-558	unm_ta76a	0.06	0.06	N/A
4	ZDB-GENE-070117-205	unm_m161	0.06	0.06	N/A
4	ZDB-GENE-070117-558	unm_ta76a	0.06	0.06	N/A
4	ZDB-GENE-070117-661	pug	0.06	0.06	N/A
1	ZDB-GENE-010202-1	mapk8b	0.06	0.03	N/A
1	ZDB-GENE-011210-1	casp3a	0.06	0.03	N/A
1	ZDB-GENE-040426-2500	lnx2b	0.06	0.03	N/A
1	ZDB-GENE-040912-150	bmpr1ab	0.06	0.03	N/A
1	ZDB-GENE-050201-2	unc119b	0.06	0.03	N/A
1	ZDB-GENE-050208-445	bbip1	0.06	0.03	N/A
1	ZDB-GENE-050417-357	twist1b	0.06	0.03	N/A
1	ZDB-GENE-050522-323	rab3ip	0.06	0.03	N/A
1	ZDB-GENE-060428-1	trim32	0.06	0.03	N/A
1	ZDB-GENE-060512-98	map2k4a	0.06	0.03	N/A
1	ZDB-GENE-060929-1202	sybu	0.06	0.03	N/A
1	ZDB-GENE-070117-2131	ind	0.06	0.03	N/A
1	ZDB-GENE-070117-590	unm_tc318e	0.06	0.03	N/A
1	ZDB-GENE-090821-1	lrp6	0.06	0.03	N/A
1	ZDB-GENE-120123-15	unm_tft32	0.06	0.03	N/A
1	ZDB-GENE-980526-69	eve1	0.06	0.03	N/A
2	ZDB-GENE-010202-1	mapk8b	0.06	0.03	N/A
2	ZDB-GENE-011210-1	casp3a	0.06	0.03	N/A
2	ZDB-GENE-030219-130	unc119.1	0.06	0.03	N/A
2	ZDB-GENE-030915-1	disp2	0.06	0.03	N/A
2	ZDB-GENE-031001-3	hsp90aa1.2	0.06	0.03	N/A
2	ZDB-GENE-040426-2500	lnx2b	0.06	0.03	N/A
2	ZDB-GENE-040912-150	bmpr1ab	0.06	0.03	N/A
2	ZDB-GENE-050131-1	ncstn	0.06	0.03	N/A
2	ZDB-GENE-050201-2	unc119b	0.06	0.03	N/A
2	ZDB-GENE-050208-445	bbip1	0.06	0.03	N/A
2	ZDB-GENE-050417-357	twist1b	0.06	0.03	N/A
2	ZDB-GENE-050522-323	rab3ip	0.06	0.03	N/A
2	ZDB-GENE-060428-1	trim32	0.06	0.03	N/A
2	ZDB-GENE-060512-98	map2k4a	0.06	0.03	N/A
2	ZDB-GENE-060929-1202	sybu	0.06	0.03	N/A
2	ZDB-GENE-070117-1121	unm_t30473	0.06	0.03	N/A
2	ZDB-GENE-070117-1486	unm_t30374	0.06	0.03	N/A
2	ZDB-GENE-070117-1589	unm_tk258b	0.06	0.03	N/A
2	ZDB-GENE-070117-1602	unm_ta229x	0.06	0.03	N/A
2	ZDB-GENE-070117-1606	unm_dtbv27	0.06	0.03	N/A
2	ZDB-GENE-070117-2003	cos	0.06	0.03	N/A
2	ZDB-GENE-070117-2009	dml	0.06	0.03	N/A
2	ZDB-GENE-070117-2043	ali	0.06	0.03	N/A
2	ZDB-GENE-070117-2085	ghl	0.06	0.03	N/A
2	ZDB-GENE-070117-2131	ind	0.06	0.03	N/A
2	ZDB-GENE-070117-2138	jan	0.06	0.03	N/A
2	ZDB-GENE-070117-2171	lil	0.06	0.03	N/A
2	ZDB-GENE-070117-2369	smf	0.06	0.03	N/A
2	ZDB-GENE-070117-2438	trl	0.06	0.03	N/A
2	ZDB-GENE-070117-572	unm_tw216	0.06	0.03	N/A
2	ZDB-GENE-070117-590	unm_tc318e	0.06	0.03	N/A
2	ZDB-GENE-070117-80	whr	0.06	0.03	N/A
2	ZDB-GENE-070117-965	unm_t30447	0.06	0.03	N/A
2	ZDB-GENE-070117-967	unm_t30347	0.06	0.03	N/A
2	ZDB-GENE-080418-1	aqp11	0.06	0.03	N/A
2	ZDB-GENE-081022-94	zgc:194281	0.06	0.03	N/A
2	ZDB-GENE-090206-1	prkcg	0.06	0.03	N/A
2	ZDB-GENE-090821-1	lrp6	0.06	0.03	N/A
2	ZDB-GENE-120123-15	unm_tft32	0.06	0.03	N/A
2	ZDB-GENE-980526-69	eve1	0.06	0.03	N/A
2	ZDB-GENE-991019-9	tmod4	0.06	0.03	N/A
4	ZDB-GENE-010202-1	mapk8b	0.06	0.03	N/A
4	ZDB-GENE-011210-1	casp3a	0.06	0.03	N/A
4	ZDB-GENE-030131-5143	prpf4	0.06	0.03	N/A
4	ZDB-GENE-030219-130	unc119.1	0.06	0.03	N/A
4	ZDB-GENE-030915-1	disp2	0.06	0.03	N/A
4	ZDB-GENE-031001-3	hsp90aa1.2	0.06	0.03	N/A
4	ZDB-GENE-040426-2500	lnx2b	0.06	0.03	N/A
4	ZDB-GENE-040718-399	cacnb1	0.06	0.03	N/A
4	ZDB-GENE-040912-150	bmpr1ab	0.06	0.03	N/A
4	ZDB-GENE-050131-1	ncstn	0.06	0.03	N/A
4	ZDB-GENE-050201-2	unc119b	0.06	0.03	N/A
4	ZDB-GENE-050208-445	bbip1	0.06	0.03	N/A
4	ZDB-GENE-050417-357	twist1b	0.06	0.03	N/A
4	ZDB-GENE-050522-323	rab3ip	0.06	0.03	N/A
4	ZDB-GENE-060428-1	trim32	0.06	0.03	N/A
4	ZDB-GENE-060512-98	map2k4a	0.06	0.03	N/A
4	ZDB-GENE-060929-1202	sybu	0.06	0.03	N/A
4	ZDB-GENE-070117-1121	unm_t30473	0.06	0.03	N/A
4	ZDB-GENE-070117-1486	unm_t30374	0.06	0.03	N/A
4	ZDB-GENE-070117-1589	unm_tk258b	0.06	0.03	N/A
4	ZDB-GENE-070117-1602	unm_ta229x	0.06	0.03	N/A
4	ZDB-GENE-070117-1606	unm_dtbv27	0.06	0.03	N/A
4	ZDB-GENE-070117-2003	cos	0.06	0.03	N/A
4	ZDB-GENE-070117-2009	dml	0.06	0.03	N/A
4	ZDB-GENE-070117-2043	ali	0.06	0.03	N/A
4	ZDB-GENE-070117-2085	ghl	0.06	0.03	N/A
4	ZDB-GENE-070117-2131	ind	0.06	0.03	N/A
4	ZDB-GENE-070117-2138	jan	0.06	0.03	N/A
4	ZDB-GENE-070117-2171	lil	0.06	0.03	N/A
4	ZDB-GENE-070117-2369	smf	0.06	0.03	N/A
4	ZDB-GENE-070117-2438	trl	0.06	0.03	N/A
4	ZDB-GENE-070117-572	unm_tw216	0.06	0.03	N/A
4	ZDB-GENE-070117-590	unm_tc318e	0.06	0.03	N/A
4	ZDB-GENE-070117-80	whr	0.06	0.03	N/A
4	ZDB-GENE-070117-965	unm_t30447	0.06	0.03	N/A
4	ZDB-GENE-070117-967	unm_t30347	0.06	0.03	N/A
4	ZDB-GENE-080418-1	aqp11	0.06	0.03	N/A
4	ZDB-GENE-081022-94	zgc:194281	0.06	0.03	N/A
4	ZDB-GENE-090206-1	prkcg	0.06	0.03	N/A
4	ZDB-GENE-090821-1	lrp6	0.06	0.03	N/A
4	ZDB-GENE-110606-6	eif2c2	0.06	0.03	N/A
4	ZDB-GENE-120123-15	unm_tft32	0.06	0.03	N/A
4	ZDB-GENE-980526-69	eve1	0.06	0.03	N/A
4	ZDB-GENE-991019-9	tmod4	0.06	0.03	N/A
4	ZDB-GENE-030131-9542	rhbg	0.06	0.01	N/A
4	ZDB-GENE-050417-214	agr2	0.06	0.01	N/A
2	ZDB-GENE-000210-31	vdra	0.06	0	N/A
2	ZDB-GENE-000210-33	nme2b.2	0.06	0	N/A
2	ZDB-GENE-010403-1	crx	0.06	0	N/A
2	ZDB-GENE-010906-2	ednraa	0.06	0	N/A
2	ZDB-GENE-011128-9	gc3	0.06	0	N/A
2	ZDB-GENE-030131-1428	prex1	0.06	0	N/A
2	ZDB-GENE-030131-3027	atp6v0a1a	0.06	0	N/A
2	ZDB-GENE-030131-4833	slc14a2	0.06	0	N/A
2	ZDB-GENE-030131-6583	ywhaba	0.06	0	N/A
2	ZDB-GENE-030319-5	p2rx5	0.06	0	N/A
2	ZDB-GENE-031006-6	ncf1	0.06	0	N/A
2	ZDB-GENE-031219-5	ca2	0.06	0	N/A
2	ZDB-GENE-040426-1380	cybb	0.06	0	N/A
2	ZDB-GENE-040426-1615	sncb	0.06	0	N/A
2	ZDB-GENE-040426-1662	rlbp1a	0.06	0	N/A
2	ZDB-GENE-040426-1870	rlbp1b	0.06	0	N/A
2	ZDB-GENE-050106-1	trpa1b	0.06	0	N/A
2	ZDB-GENE-050119-9	pthlha	0.06	0	N/A
2	ZDB-GENE-050327-78	alpi.1	0.06	0	N/A
2	ZDB-GENE-050419-71	pglyrp5	0.06	0	N/A
2	ZDB-GENE-050522-235	sncgb	0.06	0	N/A
2	ZDB-GENE-060209-2	rhcgl1	0.06	0	N/A
2	ZDB-GENE-070117-130	unm_m434	0.06	0	N/A
2	ZDB-GENE-070117-188	unm_m167	0.06	0	N/A
2	ZDB-GENE-070117-2518	nebel	0.06	0	N/A
2	ZDB-GENE-070117-311	unm_tg229b	0.06	0	N/A
2	ZDB-GENE-070117-338	unm_m355	0.06	0	N/A
2	ZDB-GENE-070117-360	unm_m92	0.06	0	N/A
2	ZDB-GENE-070117-365	unm_m493	0.06	0	N/A
2	ZDB-GENE-070117-376	unm_m519	0.06	0	N/A
2	ZDB-GENE-070117-411	unm_tk252	0.06	0	N/A
2	ZDB-GENE-070117-515	unm_m564	0.06	0	N/A
2	ZDB-GENE-070117-586	unm_m624	0.06	0	N/A
2	ZDB-GENE-070117-652	srh	0.06	0	N/A
2	ZDB-GENE-070117-668	ack	0.06	0	N/A
2	ZDB-GENE-070117-707	gdg	0.06	0	N/A
2	ZDB-GENE-070117-708	kwa	0.06	0	N/A
2	ZDB-GENE-070117-709	wal	0.06	0	N/A
2	ZDB-GENE-070117-710	bop	0.06	0	N/A
2	ZDB-GENE-070117-711	aur	0.06	0	N/A
2	ZDB-GENE-070228-3	hcrtr2	0.06	0	N/A
2	ZDB-GENE-070323-2	camk2g2	0.06	0	N/A
2	ZDB-GENE-070705-7	cdkn1a	0.06	0	N/A
2	ZDB-GENE-080319-1	nui	0.06	0	N/A
2	ZDB-GENE-081003-2	rnu2	0.06	0	N/A
2	ZDB-GENE-081210-2	bdy	0.06	0	N/A
2	ZDB-GENE-090416-4	nokr1	0.06	0	N/A
2	ZDB-GENE-090416-5	nokr2	0.06	0	N/A
2	ZDB-GENE-090416-6	nokr3	0.06	0	N/A
2	ZDB-GENE-090416-7	nokr4	0.06	0	N/A
2	ZDB-GENE-090717-1	syt2b	0.06	0	N/A
2	ZDB-GENE-090910-1	nad	0.06	0	N/A
2	ZDB-GENE-980526-39	cahz	0.06	0	N/A
2	ZDB-GENE-990621-5	th	0.06	0	N/A
4	ZDB-GENE-000210-31	vdra	0.06	0	N/A
4	ZDB-GENE-000210-33	nme2b.2	0.06	0	N/A
4	ZDB-GENE-010403-1	crx	0.06	0	N/A
4	ZDB-GENE-010906-2	ednraa	0.06	0	N/A
4	ZDB-GENE-011128-9	gc3	0.06	0	N/A
4	ZDB-GENE-030131-1428	prex1	0.06	0	N/A
4	ZDB-GENE-030131-3027	atp6v0a1a	0.06	0	N/A
4	ZDB-GENE-030131-4833	slc14a2	0.06	0	N/A
4	ZDB-GENE-030131-6583	ywhaba	0.06	0	N/A
4	ZDB-GENE-030319-5	p2rx5	0.06	0	N/A
4	ZDB-GENE-031006-6	ncf1	0.06	0	N/A
4	ZDB-GENE-031007-6	dmxl2	0.06	0	N/A
4	ZDB-GENE-031126-4	foxi3b	0.06	0	N/A
4	ZDB-GENE-031219-5	ca2	0.06	0	N/A
4	ZDB-GENE-040426-1327	psmc2	0.06	0	N/A
4	ZDB-GENE-040426-1380	cybb	0.06	0	N/A
4	ZDB-GENE-040426-1503	gmps	0.06	0	N/A
4	ZDB-GENE-040426-1544	pex13	0.06	0	N/A
4	ZDB-GENE-040426-1615	sncb	0.06	0	N/A
4	ZDB-GENE-040426-1662	rlbp1a	0.06	0	N/A
4	ZDB-GENE-040426-1870	rlbp1b	0.06	0	N/A
4	ZDB-GENE-041010-125	tspo	0.06	0	N/A
4	ZDB-GENE-050106-1	trpa1b	0.06	0	N/A
4	ZDB-GENE-050119-9	pthlha	0.06	0	N/A
4	ZDB-GENE-050327-78	alpi.1	0.06	0	N/A
4	ZDB-GENE-050417-343	bdh2	0.06	0	N/A
4	ZDB-GENE-050419-71	pglyrp5	0.06	0	N/A
4	ZDB-GENE-050522-235	sncgb	0.06	0	N/A
4	ZDB-GENE-060209-2	rhcgl1	0.06	0	N/A
4	ZDB-GENE-070117-1291	unm_t30615	0.06	0	N/A
4	ZDB-GENE-070117-130	unm_m434	0.06	0	N/A
4	ZDB-GENE-070117-1337	unm_t30697	0.06	0	N/A
4	ZDB-GENE-070117-1489	unm_t30617	0.06	0	N/A
4	ZDB-GENE-070117-1508	unm_t30616	0.06	0	N/A
4	ZDB-GENE-070117-188	unm_m167	0.06	0	N/A
4	ZDB-GENE-070117-2518	nebel	0.06	0	N/A
4	ZDB-GENE-070117-311	unm_tg229b	0.06	0	N/A
4	ZDB-GENE-070117-338	unm_m355	0.06	0	N/A
4	ZDB-GENE-070117-360	unm_m92	0.06	0	N/A
4	ZDB-GENE-070117-365	unm_m493	0.06	0	N/A
4	ZDB-GENE-070117-376	unm_m519	0.06	0	N/A
4	ZDB-GENE-070117-411	unm_tk252	0.06	0	N/A
4	ZDB-GENE-070117-515	unm_m564	0.06	0	N/A
4	ZDB-GENE-070117-586	unm_m624	0.06	0	N/A
4	ZDB-GENE-070117-652	srh	0.06	0	N/A
4	ZDB-GENE-070117-668	ack	0.06	0	N/A
4	ZDB-GENE-070117-707	gdg	0.06	0	N/A
4	ZDB-GENE-070117-708	kwa	0.06	0	N/A
4	ZDB-GENE-070117-709	wal	0.06	0	N/A
4	ZDB-GENE-070117-710	bop	0.06	0	N/A
4	ZDB-GENE-070117-711	aur	0.06	0	N/A
4	ZDB-GENE-070117-970	unm_t30211	0.06	0	N/A
4	ZDB-GENE-070117-972	unm_t30614	0.06	0	N/A
4	ZDB-GENE-070117-973	unm_t30573	0.06	0	N/A
4	ZDB-GENE-070228-3	hcrtr2	0.06	0	N/A
4	ZDB-GENE-070323-2	camk2g2	0.06	0	N/A
4	ZDB-GENE-070705-484	ssbp3a	0.06	0	N/A
4	ZDB-GENE-070705-7	cdkn1a	0.06	0	N/A
4	ZDB-GENE-080319-1	nui	0.06	0	N/A
4	ZDB-GENE-081003-2	rnu2	0.06	0	N/A
4	ZDB-GENE-081210-2	bdy	0.06	0	N/A
4	ZDB-GENE-090416-4	nokr1	0.06	0	N/A
4	ZDB-GENE-090416-5	nokr2	0.06	0	N/A
4	ZDB-GENE-090416-6	nokr3	0.06	0	N/A
4	ZDB-GENE-090416-7	nokr4	0.06	0	N/A
4	ZDB-GENE-090717-1	syt2b	0.06	0	N/A
4	ZDB-GENE-090910-1	nad	0.06	0	N/A
4	ZDB-GENE-980526-39	cahz	0.06	0	N/A
4	ZDB-GENE-990621-5	th	0.06	0	N/A
1	ZDB-GENE-070117-2043	ali	0.05	0.03	N/A
1	ZDB-GENE-070117-2085	ghl	0.05	0.03	N/A
1	ZDB-GENE-070117-2438	trl	0.05	0.03	N/A
1	ZDB-GENE-090206-1	prkcg	0.05	0.03	N/A
1	ZDB-GENE-980526-125	her1	0.05	0.03	N/A
1	ZDB-GENE-991019-9	tmod4	0.05	0.03	N/A
2	ZDB-GENE-980526-125	her1	0.05	0.03	N/A
4	ZDB-GENE-120328-4	ccdc80l1	0.05	0.03	N/A
4	ZDB-GENE-980526-125	her1	0.05	0.03	N/A
2	ZDB-GENE-070117-1120	unm_t30868	0.05	0.01	N/A
2	ZDB-GENE-070117-1343	unm_t30766	0.05	0.01	N/A
2	ZDB-GENE-070117-1469	unm_t30832	0.05	0.01	N/A
2	ZDB-GENE-070117-1614	unm_t31109	0.05	0.01	N/A
2	ZDB-GENE-070117-1982	unm_t30993	0.05	0.01	N/A
2	ZDB-GENE-070117-1986	unm_t30997	0.05	0.01	N/A
4	ZDB-GENE-070117-1120	unm_t30868	0.05	0.01	N/A
4	ZDB-GENE-070117-1343	unm_t30766	0.05	0.01	N/A
4	ZDB-GENE-070117-1469	unm_t30832	0.05	0.01	N/A
4	ZDB-GENE-070117-1614	unm_t31109	0.05	0.01	N/A
4	ZDB-GENE-070117-1982	unm_t30993	0.05	0.01	N/A
4	ZDB-GENE-070117-1986	unm_t30997	0.05	0.01	N/A
1	ZDB-GENE-000210-31	vdra	0.05	0	N/A
1	ZDB-GENE-000210-33	nme2b.2	0.05	0	N/A
1	ZDB-GENE-010403-1	crx	0.05	0	N/A
1	ZDB-GENE-010906-2	ednraa	0.05	0	N/A
1	ZDB-GENE-011128-9	gc3	0.05	0	N/A
1	ZDB-GENE-030131-1428	prex1	0.05	0	N/A
1	ZDB-GENE-030131-3027	atp6v0a1a	0.05	0	N/A
1	ZDB-GENE-030131-4833	slc14a2	0.05	0	N/A
1	ZDB-GENE-030131-6583	ywhaba	0.05	0	N/A
1	ZDB-GENE-030319-5	p2rx5	0.05	0	N/A
1	ZDB-GENE-031006-6	ncf1	0.05	0	N/A
1	ZDB-GENE-031219-5	ca2	0.05	0	N/A
1	ZDB-GENE-040426-1380	cybb	0.05	0	N/A
1	ZDB-GENE-040426-1615	sncb	0.05	0	N/A
1	ZDB-GENE-040426-1662	rlbp1a	0.05	0	N/A
1	ZDB-GENE-040426-1870	rlbp1b	0.05	0	N/A
1	ZDB-GENE-041210-180	slc26a3	0.05	0	N/A
1	ZDB-GENE-050106-1	trpa1b	0.05	0	N/A
1	ZDB-GENE-050119-9	pthlha	0.05	0	N/A
1	ZDB-GENE-050327-78	alpi.1	0.05	0	N/A
1	ZDB-GENE-050419-71	pglyrp5	0.05	0	N/A
1	ZDB-GENE-050522-235	sncgb	0.05	0	N/A
1	ZDB-GENE-060209-2	rhcgl1	0.05	0	N/A
1	ZDB-GENE-070117-130	unm_m434	0.05	0	N/A
1	ZDB-GENE-070117-188	unm_m167	0.05	0	N/A
1	ZDB-GENE-070117-2518	nebel	0.05	0	N/A
1	ZDB-GENE-070117-311	unm_tg229b	0.05	0	N/A
1	ZDB-GENE-070117-338	unm_m355	0.05	0	N/A
1	ZDB-GENE-070117-360	unm_m92	0.05	0	N/A
1	ZDB-GENE-070117-365	unm_m493	0.05	0	N/A
1	ZDB-GENE-070117-376	unm_m519	0.05	0	N/A
1	ZDB-GENE-070117-411	unm_tk252	0.05	0	N/A
1	ZDB-GENE-070117-515	unm_m564	0.05	0	N/A
1	ZDB-GENE-070117-586	unm_m624	0.05	0	N/A
1	ZDB-GENE-070117-652	srh	0.05	0	N/A
1	ZDB-GENE-070117-668	ack	0.05	0	N/A
1	ZDB-GENE-070117-707	gdg	0.05	0	N/A
1	ZDB-GENE-070117-708	kwa	0.05	0	N/A
1	ZDB-GENE-070117-709	wal	0.05	0	N/A
1	ZDB-GENE-070117-710	bop	0.05	0	N/A
1	ZDB-GENE-070117-711	aur	0.05	0	N/A
1	ZDB-GENE-070228-3	hcrtr2	0.05	0	N/A
1	ZDB-GENE-070323-2	camk2g2	0.05	0	N/A
1	ZDB-GENE-070705-7	cdkn1a	0.05	0	N/A
1	ZDB-GENE-080220-10	slc26a6l	0.05	0	N/A
1	ZDB-GENE-080319-1	nui	0.05	0	N/A
1	ZDB-GENE-080709-4	kif3cb	0.05	0	N/A
1	ZDB-GENE-081003-2	rnu2	0.05	0	N/A
1	ZDB-GENE-081210-2	bdy	0.05	0	N/A
1	ZDB-GENE-090205-3	gpr142al	0.05	0	N/A
1	ZDB-GENE-090416-4	nokr1	0.05	0	N/A
1	ZDB-GENE-090416-5	nokr2	0.05	0	N/A
1	ZDB-GENE-090416-6	nokr3	0.05	0	N/A
1	ZDB-GENE-090416-7	nokr4	0.05	0	N/A
1	ZDB-GENE-090717-1	syt2b	0.05	0	N/A
1	ZDB-GENE-090910-1	nad	0.05	0	N/A
1	ZDB-GENE-980526-39	cahz	0.05	0	N/A
1	ZDB-GENE-990415-258	sod1	0.05	0	N/A
1	ZDB-GENE-990621-5	th	0.05	0	N/A
2	ZDB-GENE-041210-180	slc26a3	0.05	0	N/A
2	ZDB-GENE-050302-78	scube1	0.05	0	N/A
2	ZDB-GENE-080220-10	slc26a6l	0.05	0	N/A
2	ZDB-GENE-090205-3	gpr142al	0.05	0	N/A
2	ZDB-GENE-990415-258	sod1	0.05	0	N/A
4	ZDB-GENE-040426-712	fzr1	0.05	0	N/A
4	ZDB-GENE-041210-180	slc26a3	0.05	0	N/A
4	ZDB-GENE-050302-78	scube1	0.05	0	N/A
4	ZDB-GENE-070117-1246	unm_t30151	0.05	0	N/A
4	ZDB-GENE-080220-10	slc26a6l	0.05	0	N/A
4	ZDB-GENE-090205-3	gpr142al	0.05	0	N/A
4	ZDB-GENE-990415-258	sod1	0.05	0	N/A
4	ZDB-GENE-000223-14	phox2a	0.04	0.04	N/A
4	ZDB-GENE-070117-1995	top	0.04	0.04	N/A
4	ZDB-GENE-070117-2160	lam	0.04	0.04	N/A
4	ZDB-GENE-070117-2222	ned	0.04	0.04	N/A
4	ZDB-GENE-070117-2233	ndv	0.04	0.04	N/A
4	ZDB-GENE-070117-56	edw	0.04	0.04	N/A
4	ZDB-GENE-070117-787	fsi	0.04	0.04	N/A
4	ZDB-GENE-070117-828	lre	0.04	0.04	N/A
1	ZDB-GENE-030131-945	lztfl1	0.04	0.03	N/A
1	ZDB-GENE-030131-9460	mpx	0.04	0.03	N/A
1	ZDB-GENE-040426-2572	rnf170	0.04	0.03	N/A
1	ZDB-GENE-040806-2	lhb	0.04	0.03	N/A
1	ZDB-GENE-040901-2	furinb	0.04	0.03	N/A
1	ZDB-GENE-060113-1	ripply1	0.04	0.03	N/A
1	ZDB-GENE-060929-592	haus3	0.04	0.03	N/A
1	ZDB-GENE-070117-1006	unm_t30659	0.04	0.03	N/A
1	ZDB-GENE-070117-1204	unm_t30474	0.04	0.03	N/A
1	ZDB-GENE-070117-1250	unm_t30518	0.04	0.03	N/A
1	ZDB-GENE-070117-1257	unm_t30718	0.04	0.03	N/A
1	ZDB-GENE-070117-1261	unm_t30498	0.04	0.03	N/A
1	ZDB-GENE-070117-1262	unm_t30560	0.04	0.03	N/A
1	ZDB-GENE-070117-1263	unm_t30710	0.04	0.03	N/A
1	ZDB-GENE-070117-1264	unm_t30254	0.04	0.03	N/A
1	ZDB-GENE-070117-1293	unm_t30365	0.04	0.03	N/A
1	ZDB-GENE-070117-1294	unm_t30443	0.04	0.03	N/A
1	ZDB-GENE-070117-1295	unm_t30136	0.04	0.03	N/A
1	ZDB-GENE-070117-1297	unm_t30475	0.04	0.03	N/A
1	ZDB-GENE-070117-1298	unm_t30472	0.04	0.03	N/A
1	ZDB-GENE-070117-1299	unm_t30368	0.04	0.03	N/A
1	ZDB-GENE-070117-1300	unm_t30373	0.04	0.03	N/A
1	ZDB-GENE-070117-1301	unm_t30422	0.04	0.03	N/A
1	ZDB-GENE-070117-1302	unm_t30367	0.04	0.03	N/A
1	ZDB-GENE-070117-1303	unm_t30421	0.04	0.03	N/A
1	ZDB-GENE-070117-1304	unm_t30371	0.04	0.03	N/A
1	ZDB-GENE-070117-1313	unm_t30749	0.04	0.03	N/A
1	ZDB-GENE-070117-1315	unm_t30867	0.04	0.03	N/A
